"";"labor.force.participation.rate";"employment.population.ratio";"labor.force";"employment";"unemployment";"unemployment.rate"
"New Mexico-1990";63,5833333333333;59,35;711132,833333333;663586,666666667;47546,1666666667;6,675
"New Mexico-1991";63,4916666666667;58,875;723043,083333333;670514,5;52528,5833333333;7,26666666666667
"New Mexico-1992";63,2916666666667;58,6666666666667;736980,916666667;683024,583333333;53956,3333333333;7,31666666666667
"New Mexico-1993";63,4833333333333;58,8666666666667;756795,25;701735,25;55060;7,28333333333333
"New Mexico-1994";63,6083333333333;59,45;778761,666666667;727872,583333333;50889,0833333333;6,53333333333333
"New Mexico-1995";63,525;59,3;796808,666666667;743723,75;53084,9166666667;6,65
"New Mexico-1996";63,4416666666667;58,6916666666667;812909,5;751923,916666667;60985,5833333333;7,48333333333333
"New Mexico-1997";63,175;59,1;820901,083333333;768047,583333333;52853,5;6,43333333333333
"New Mexico-1998";63,3833333333333;59,4416666666667;834740,916666667;782699,333333333;52041,5833333333;6,24166666666667
"New Mexico-1999";62,875;59,325;836561,166666667;789574,083333333;46987,0833333333;5,6
"New Mexico-2000";63,05;59,8916666666667;846256,833333333;803663,833333333;42593;5,025
"New Mexico-2001";63,1833333333333;60,0416666666667;854946,75;812534,5;42412,25;4,95833333333333
"New Mexico-2002";63,1416666666667;59,6916666666667;866903,833333333;819365,5;47538,3333333333;5,48333333333333
"New Mexico-2003";63,2;59,4916666666667;880068,25;828213,333333333;51854,9166666667;5,9
"New Mexico-2004";62,9916666666667;59,5083333333333;890302,833333333;840857,75;49445,0833333333;5,55833333333333
"New Mexico-2005";63,0583333333333;59,7666666666667;905856,583333333;858792,666666667;47063,9166666667;5,18333333333333
"New Mexico-2006";62,5666666666667;59,925;914520,5;875950,25;38570,25;4,23333333333333
"New Mexico-2007";62,075;59,8666666666667;920702,833333333;887672,75;33030,0833333333;3,59166666666667
"New Mexico-2008";62,2916666666667;59,6;933711,333333333;893443,583333333;40267,75;4,3
"New Mexico-2009";61,2416666666667;56,925;928570,333333333;863041,416666667;65528,9166666667;7,05
"New Mexico-2010";59,5583333333333;54,925;928855,75;856664,166666667;72191,5833333333;7,775
"New Mexico-2011";58,425;54,1916666666667;925002,833333333;858135;66867,8333333333;7,21666666666667
"New Mexico-2012";58,2916666666667;54,2333333333333;928736,083333333;863944,083333333;64792;6,96666666666667
"New Mexico-2013";58,0583333333333;54,075;929669,5;865527,583333333;64141,9166666667;6,90833333333333
"New Mexico-2014";58,0833333333333;54,2416666666667;932024,083333333;870554,25;61469,8333333333;6,59166666666667
"New Mexico-2015";58,2583333333333;54,4083333333333;938332,666666667;876411,166666667;61921,5;6,6
"New Mexico-2016";58,3833333333333;54,4333333333333;944334,833333333;880426,333333333;63908,5;6,75
"New York-1990";62,7166666666667;59,3833333333333;8830304,33333333;8359105,66666667;471198,666666667;5,35
"New York-1991";62,0333333333333;57,5;8747357,16666667;8107606,75;639750,416666667;7,30833333333333
"New York-1992";61,9833333333333;56,6083333333333;8751013,83333333;7991089;759924,833333333;8,68333333333333
"New York-1993";61,6916666666667;56,7916666666667;8733959,91666667;8040966,41666667;692993,5;7,925
"New York-1994";61,2666666666667;57,0333333333333;8685753,66666667;8084108,16666667;601645,5;6,91666666666667
"New York-1995";61,0583333333333;57,1916666666667;8668345;8119428,66666667;548916,333333333;6,33333333333333
"New York-1996";61,775;57,9;8793001,58333333;8243260,41666667;549741,166666667;6,25833333333333
"New York-1997";63,15;59,1083333333333;9027058,66666667;8449009,41666667;578049,25;6,4
"New York-1998";63,0833333333333;59,5666666666667;9074726,16666667;8567418,08333333;507308,083333333;5,6
"New York-1999";62,975;59,725;9116534,66666667;8644328,58333333;472206,083333333;5,18333333333333
"New York-2000";62,8416666666667;59,9916666666667;9139912,5;8727588,75;412323,75;4,50833333333333
"New York-2001";62,3166666666667;59,2833333333333;9125816,08333333;8679996,83333333;445819,25;4,875
"New York-2002";63,0833333333333;59,1833333333333;9295902,75;8719487;576415,75;6,2
"New York-2003";62,6083333333333;58,5916666666667;9283230,33333333;8688581,33333333;594649;6,4
"New York-2004";62,7083333333333;59,0666666666667;9355758,5;8813439,08333333;542319,416666667;5,79166666666667
"New York-2005";63,0166666666667;59,8916666666667;9457442,41666667;8988560,08333333;468882,333333333;4,95833333333333
"New York-2006";63,0583333333333;60,1916666666667;9520288,66666667;9088922,66666667;431366;4,53333333333333
"New York-2007";62,6083333333333;59,825;9511592,08333333;9089561,66666667;422030,416666667;4,43333333333333
"New York-2008";63,1333333333333;59,7166666666667;9641699;9120183,25;521515,75;5,40833333333333
"New York-2009";62,9583333333333;57,6833333333333;9666236,91666667;8857277;808959,916666667;8,36666666666667
"New York-2010";62,6;57,1583333333333;9630596,5;8791761,41666667;838835,083333333;8,71666666666667
"New York-2011";61,6333333333333;56,475;9536217,75;8739638,41666667;796579,333333333;8,35833333333333
"New York-2012";61,7;56,3833333333333;9603853,33333333;8775712,75;828140,583333333;8,625
"New York-2013";61,6166666666667;56,7916666666667;9634652,83333333;8883123,58333333;751529,25;7,79166666666667
"New York-2014";60,725;56,875;9524310,25;8926217,25;598093;6,29166666666667
"New York-2015";60,675;57,5;9536781,5;9037180,08333333;499601,416666667;5,23333333333333
"New York-2016";60,5833333333333;57,6166666666667;9528079,41666667;9063224,83333333;464854,583333333;4,875
"North Carolina-1990";68,2416666666667;65,4333333333333;3477510,5;3334073,91666667;143436,583333333;4,11666666666667
"North Carolina-1991";68,1583333333333;64,125;3539215,16666667;3329942,41666667;209272,75;5,90833333333333
"North Carolina-1992";68,3333333333333;64,0666666666667;3602583,66666667;3377626,5;224957,166666667;6,25
"North Carolina-1993";67,3666666666667;63,9583333333333;3622937,5;3437825,33333333;185112,166666667;5,11666666666667
"North Carolina-1994";67,0666666666667;64,1083333333333;3679423,5;3517056,91666667;162366,583333333;4,41666666666667
"North Carolina-1995";67,0166666666667;64,0833333333333;3754213;3590164,5;164048,5;4,35833333333333
"North Carolina-1996";67,85;64,8916666666667;3880885,5;3712202,16666667;168683,333333333;4,34166666666667
"North Carolina-1997";67,9583333333333;65,35;3962718,08333333;3810793,66666667;151924,416666667;3,83333333333333
"North Carolina-1998";66,8833333333333;64,5166666666667;3973793,75;3833468,41666667;140325,333333333;3,53333333333333
"North Carolina-1999";66,9833333333333;64,7666666666667;4045544,41666667;3912420,33333333;133124,083333333;3,28333333333333
"North Carolina-2000";67,525;64,9916666666667;4129132,75;3974078,5;155054,25;3,75833333333333
"North Carolina-2001";67,575;63,775;4191412,66666667;3955868,83333333;235543,833333333;5,625
"North Carolina-2002";66,9583333333333;62,3166666666667;4208891,75;3917253,33333333;291638,416666667;6,925
"North Carolina-2003";67,325;62,8;4284753,83333333;3996895,41666667;287858,416666667;6,71666666666667
"North Carolina-2004";66,45;62,5583333333333;4287821,41666667;4036445,83333333;251375,583333333;5,85833333333333
"North Carolina-2005";66,1833333333333;62,4666666666667;4348614,91666667;4105044;243570,916666667;5,6
"North Carolina-2006";66,3583333333333;62,95;4460500,75;4231347,5;229153,25;5,13333333333333
"North Carolina-2007";65,8416666666667;62,5083333333333;4530065,75;4298865,91666667;231199,833333333;5,09166666666667
"North Carolina-2008";65,3083333333333;61,25;4579719,58333333;4295190,58333333;284529;6,20833333333333
"North Carolina-2009";64,8333333333333;57,6916666666667;4615325,41666667;4106421,75;508903,666666667;11,0333333333333
"North Carolina-2010";63,5;56,6916666666667;4632281,91666667;4135929,75;496352,166666667;10,7166666666667
"North Carolina-2011";62,8166666666667;56,3916666666667;4657680,5;4180980,83333333;476699,666666667;10,2333333333333
"North Carolina-2012";62,8833333333333;56,9083333333333;4719445,58333333;4270977,33333333;448468,25;9,51666666666667
"North Carolina-2013";61,8916666666667;57,1;4701307,25;4337101,41666667;364205,833333333;7,73333333333333
"North Carolina-2014";61,1;57,3833333333333;4698854,66666667;4411455,66666667;287399;6,10833333333333
"North Carolina-2015";61,1333333333333;57,6916666666667;4763512,5;4494238,25;269274,25;5,65833333333333
"North Carolina-2016";61,2416666666667;58,1083333333333;4845051,83333333;4598261,41666667;246790,416666667;5,1
"North Dakota-1990";68,3583333333333;65,5333333333333;316765,25;303704;13061,25;4,13333333333333
"North Dakota-1991";68,2166666666667;65,2416666666667;316523,916666667;302742,75;13781,1666666667;4,36666666666667
"North Dakota-1992";68,0416666666667;64,9083333333333;317182,166666667;302676,25;14505,9166666667;4,56666666666667
"North Dakota-1993";68,4416666666667;65,5333333333333;321776,666666667;308015;13761,6666666667;4,275
"North Dakota-1994";71,3083333333333;68,6833333333333;338190,75;325720,416666667;12470,3333333333;3,70833333333333
"North Dakota-1995";71,35;68,9916666666667;341414,666666667;330142,333333333;11272,3333333333;3,31666666666667
"North Dakota-1996";71,825;69,5583333333333;347227,833333333;336330,666666667;10897,1666666667;3,14166666666667
"North Dakota-1997";71,8583333333333;69,725;349044,5;338719,666666667;10324,8333333333;2,95
"North Dakota-1998";71,3666666666667;69,275;347156;336906;10250;2,95
"North Dakota-1999";70,575;68,3583333333333;342793,416666667;331970,5;10822,9166666667;3,14166666666667
"North Dakota-2000";70,6833333333333;68,5916666666667;342827,25;332726,5;10100,75;2,925
"North Dakota-2001";70,7;68,675;342457,5;332736,75;9720,75;2,83333333333333
"North Dakota-2002";70,6583333333333;68,2666666666667;342491,916666667;330888,416666667;11603,5;3,375
"North Dakota-2003";71,4666666666667;68,9916666666667;347062,166666667;335061,083333333;12001,0833333333;3,475
"North Dakota-2004";72,25;69,8083333333333;353598,083333333;341685,916666667;11912,1666666667;3,38333333333333
"North Dakota-2005";72,4833333333333;70,0916666666667;356412,583333333;344617,75;11794,8333333333;3,30833333333333
"North Dakota-2006";73,425;71,125;362677,583333333;351375,166666667;11302,4166666667;3,1
"North Dakota-2007";74,1333333333333;71,9;367631,25;356520,333333333;11110,9166666667;3,01666666666667
"North Dakota-2008";74,5333333333333;72,2083333333333;371859,833333333;360310,416666667;11549,4166666667;3,10833333333333
"North Dakota-2009";73,5333333333333;70,6333333333333;370413;355879,583333333;14533,4166666667;3,91666666666667
"North Dakota-2010";72,7583333333333;70,075;379036,333333333;365048,916666667;13987,4166666667;3,69166666666667
"North Dakota-2011";72,6333333333333;70,225;387364,75;374404,166666667;12960,5833333333;3,35833333333333
"North Dakota-2012";72,6333333333333;70,4833333333333;395525,166666667;383895,75;11629,4166666667;2,93333333333333
"North Dakota-2013";71,875;69,7916666666667;401527,666666667;389943,666666667;11584;2,89166666666667
"North Dakota-2014";71,8;69,8916666666667;409471,583333333;398731,583333333;10740;2,61666666666667
"North Dakota-2015";70,8333333333333;68,8333333333333;410834,916666667;399327,5;11507,4166666667;2,78333333333333
"North Dakota-2016";70,875;68,6833333333333;411871,833333333;399099,25;12772,5833333333;3,1
"Ohio-1990";65,6916666666667;61,875;5407048,75;5093964,5;313084,25;5,79166666666667
"Ohio-1991";65,3;61,0416666666667;5418918,33333333;5065009,5;353908,833333333;6,53333333333333
"Ohio-1992";65,875;61;5496287,41666667;5089524,5;406762,916666667;7,39166666666667
"Ohio-1993";65,625;61,2333333333333;5509013,66666667;5142152,5;366861,166666667;6,675
"Ohio-1994";65,975;62,2583333333333;5565276,75;5250623,66666667;314653,083333333;5,66666666666667
"Ohio-1995";66,0666666666667;62,85;5602973;5330319;272654;4,86666666666667
"Ohio-1996";66,4416666666667;63,1166666666667;5662639,25;5379642,5;282996,75;4,99166666666667
"Ohio-1997";66,9;63,8;5718408,16666667;5453866,66666667;264541,5;4,625
"Ohio-1998";66,65;63,75;5715057,08333333;5466534,75;248522,333333333;4,35
"Ohio-1999";66,9916666666667;64,0916666666667;5759169,5;5509837,41666667;249332,083333333;4,325
"Ohio-2000";67,075;64,3166666666667;5782839,83333333;5545371,41666667;237468,416666667;4,11666666666667
"Ohio-2001";67,15;64,2;5820309,25;5565164,75;255144,5;4,375
"Ohio-2002";66,9333333333333;63,0583333333333;5829596,08333333;5491861,41666667;337734,666666667;5,79166666666667
"Ohio-2003";66,975;62,8166666666667;5861315,83333333;5497305;364010,833333333;6,21666666666667
"Ohio-2004";66,6166666666667;62,4666666666667;5850977,41666667;5485365,41666667;365612;6,25
"Ohio-2005";66,6833333333333;62,7333333333333;5880798,08333333;5532701;348097,083333333;5,93333333333333
"Ohio-2006";67,2333333333333;63,6166666666667;5957177,91666667;5635357,91666667;321820;5,41666666666667
"Ohio-2007";67,6083333333333;63,8166666666667;6017263,5;5679839,91666667;337423,583333333;5,60833333333333
"Ohio-2008";67,225;62,8;6003679,16666667;5607499,75;396179,416666667;6,6
"Ohio-2009";65,9583333333333;59,275;5906429,5;5307405,58333333;599023,916666667;10,1416666666667
"Ohio-2010";65,4416666666667;58,7083333333333;5870336,25;5267297,08333333;603039,166666667;10,2666666666667
"Ohio-2011";64,1833333333333;58,5166666666667;5774213,16666667;5264057,16666667;510156;8,81666666666667
"Ohio-2012";63,3083333333333;58,6083333333333;5712908,08333333;5289959,66666667;422948,416666667;7,40833333333333
"Ohio-2013";62,9916666666667;58,3;5707086,75;5282928,16666667;424158,583333333;7,45833333333333
"Ohio-2014";62,8;59,15;5712910,75;5381111,75;331799;5,8
"Ohio-2015";62,5833333333333;59,4916666666667;5712032;5429453,16666667;282578,833333333;4,95
"Ohio-2016";62,8416666666667;59,6666666666667;5755683,5;5464299,83333333;291383,666666667;5,075
"Oklahoma-1990";64,75;61,275;1519860,75;1437973,33333333;81887,4166666667;5,38333333333333
"Oklahoma-1991";64;60,15;1512828,91666667;1422150;90678,9166666667;6
"Oklahoma-1992";63,8583333333333;60,1083333333333;1526031,16666667;1436344;89687,1666666667;5,86666666666667
"Oklahoma-1993";63,6;60;1535023,58333333;1448160,58333333;86863;5,65
"Oklahoma-1994";63,7666666666667;60,3916666666667;1551959,41666667;1469822,33333333;82137,0833333333;5,3
"Oklahoma-1995";63,5833333333333;60,75;1560690,41666667;1491157,16666667;69533,25;4,45833333333333
"Oklahoma-1996";63,9;61,3333333333333;1586200,33333333;1522730,66666667;63469,6666666667;4
"Oklahoma-1997";64,1;61,5583333333333;1608557,83333333;1545090,75;63467,0833333333;3,95833333333333
"Oklahoma-1998";64,5;61,85;1635193,91666667;1568436,16666667;66757,75;4,075
"Oklahoma-1999";64,6333333333333;62,3833333333333;1655474,08333333;1597900,83333333;57573,25;3,46666666666667
"Oklahoma-2000";64,1916666666667;62,25;1656000,25;1606250,41666667;49749,8333333333;2,99166666666667
"Oklahoma-2001";64,475;62,125;1672117,83333333;1611396,58333333;60721,25;3,625
"Oklahoma-2002";64,5666666666667;61,575;1685810,83333333;1607799,41666667;78011,4166666667;4,625
"Oklahoma-2003";64,2166666666667;60,75;1686352,91666667;1595333,75;91019,1666666667;5,40833333333333
"Oklahoma-2004";64,075;61,0416666666667;1689956;1610347,58333333;79608,4166666667;4,70833333333333
"Oklahoma-2005";64,3083333333333;61,5083333333333;1709120,5;1635107,5;74013;4,325
"Oklahoma-2006";63,7416666666667;61,2333333333333;1714592,75;1647381,41666667;67211,3333333333;3,91666666666667
"Oklahoma-2007";63,45;60,9416666666667;1723459;1655251,41666667;68207,5833333333;3,96666666666667
"Oklahoma-2008";63,4583333333333;61,1666666666667;1741055,16666667;1678064,66666667;62990,5;3,61666666666667
"Oklahoma-2009";63,8;59,625;1770110,5;1653920,66666667;116189,833333333;6,55833333333333
"Oklahoma-2010";62,3;58,2583333333333;1764990,75;1650387,75;114603;6,5
"Oklahoma-2011";61,625;58,15;1767018,5;1668288,66666667;98729,8333333333;5,59166666666667
"Oklahoma-2012";62,0333333333333;58,875;1795152,75;1703740;91412,75;5,11666666666667
"Oklahoma-2013";61,625;58,4833333333333;1800031,41666667;1707841;92190,4166666667;5,11666666666667
"Oklahoma-2014";61,05;58,4083333333333;1798113,41666667;1720084,83333333;78028,5833333333;4,33333333333333
"Oklahoma-2015";61,5583333333333;58,9083333333333;1828996,08333333;1750532,41666667;78463,6666666667;4,29166666666667
"Oklahoma-2016";61,125;58,3;1827952,75;1742989,41666667;84963,3333333333;4,65833333333333
"Oregon-1990";68,1416666666667;64,4833333333333;1494905,33333333;1414249,66666667;80655,6666666667;5,4
"Oregon-1991";67,6083333333333;63,4083333333333;1516779,25;1422897,25;93882;6,2
"Oregon-1992";67,9333333333333;62,9916666666667;1557807,75;1444532;113275,75;7,275
"Oregon-1993";68,1583333333333;63,4;1602024;1490001,75;112022,25;6,98333333333333
"Oregon-1994";68,4583333333333;64,825;1642097,5;1554981,66666667;87115,8333333333;5,30833333333333
"Oregon-1995";67,9416666666667;64,7166666666667;1663422,41666667;1584241;79181,4166666667;4,76666666666667
"Oregon-1996";68,5;64,6916666666667;1712893,33333333;1617597,33333333;95296;5,55833333333333
"Oregon-1997";68,6083333333333;64,8166666666667;1745715,91666667;1649012;96703,9166666667;5,55
"Oregon-1998";68,8666666666667;64,9833333333333;1777922;1677567,83333333;100354,166666667;5,64166666666667
"Oregon-1999";68,4;64,65;1787478;1689492,83333333;97985,1666666667;5,46666666666667
"Oregon-2000";68,5833333333333;65,0166666666667;1812392;1717996;94396;5,19166666666667
"Oregon-2001";67,7416666666667;63,4416666666667;1815258,08333333;1699513,5;115744,583333333;6,375
"Oregon-2002";67,425;62,375;1834440,58333333;1697223,58333333;137217;7,475
"Oregon-2003";66,9916666666667;61,6083333333333;1845612,58333333;1697404,08333333;148208,5;8,01666666666667
"Oregon-2004";66,325;61,4666666666667;1845137,83333333;1709849,41666667;135288,416666667;7,34166666666667
"Oregon-2005";65,4833333333333;61,4333333333333;1848992,58333333;1734755,83333333;114236,75;6,19166666666667
"Oregon-2006";65,4166666666667;61,9;1881738,83333333;1780343,91666667;101394,916666667;5,39166666666667
"Oregon-2007";65,3166666666667;61,9416666666667;1911017,5;1812357;98660,5;5,15833333333333
"Oregon-2008";65,5666666666667;61,425;1947107,75;1824737,5;122370,25;6,275
"Oregon-2009";65,4583333333333;58,375;1968778,83333333;1756043,91666667;212734,916666667;10,7916666666667
"Oregon-2010";65,6166666666667;58,6;1991085,33333333;1778161,58333333;212923,75;10,6916666666667
"Oregon-2011";65,0666666666667;58,8333333333333;1995729,16666667;1804098,66666667;191630,5;9,60833333333333
"Oregon-2012";63,4333333333333;57,8333333333333;1964763,5;1791561,16666667;173202,333333333;8,80833333333333
"Oregon-2013";61,5833333333333;56,8083333333333;1925208,83333333;1775947,91666667;149260,916666667;7,75
"Oregon-2014";61,6083333333333;57,5;1949607,08333333;1820209,08333333;129398;6,64166666666667
"Oregon-2015";61,5833333333333;58,2083333333333;1979732,16666667;1871781,58333333;107950,583333333;5,46666666666667
"Oregon-2016";62,2916666666667;59,325;2042641;1945674,75;96966,25;4,75
"Pennsylvania-1990";63,125;59,6583333333333;5813004,5;5493100,83333333;319903,666666667;5,51666666666667
"Pennsylvania-1991";63,125;58,75;5844175,41666667;5440000,5;404174,916666667;6,91666666666667
"Pennsylvania-1992";63,4916666666667;58,7666666666667;5895352;5455811,41666667;439540,583333333;7,45
"Pennsylvania-1993";63,2666666666667;58,9;5897936,83333333;5489480,91666667;408455,916666667;6,93333333333333
"Pennsylvania-1994";63,0083333333333;59,0333333333333;5891901,33333333;5519296,58333333;372604,75;6,31666666666667
"Pennsylvania-1995";62,9333333333333;59,2083333333333;5900946,41666667;5553458,25;347488,166666667;5,875
"Pennsylvania-1996";63,625;60,125;5985630,66666667;5656922,5;328708,166666667;5,49166666666667
"Pennsylvania-1997";64,3416666666667;61,025;6061116,41666667;5749496,41666667;311620;5,14166666666667
"Pennsylvania-1998";64,2583333333333;61,2583333333333;6066043,41666667;5782183,66666667;283859,75;4,69166666666667
"Pennsylvania-1999";64,3916666666667;61,5;6094373,75;5821865,91666667;272507,833333333;4,49166666666667
"Pennsylvania-2000";64,3916666666667;61,6666666666667;6106997,75;5849096;257901,75;4,225
"Pennsylvania-2001";64,925;61,8083333333333;6177826,91666667;5881537,83333333;296289,083333333;4,80833333333333
"Pennsylvania-2002";65,0166666666667;61,4;6213768,25;5869153,83333333;344614,416666667;5,53333333333333
"Pennsylvania-2003";64,1;60,4416666666667;6157693,91666667;5807071,66666667;350622,25;5,7
"Pennsylvania-2004";64,3833333333333;60,9166666666667;6211705,91666667;5878103,83333333;333602,083333333;5,35833333333333
"Pennsylvania-2005";64,4833333333333;61,2666666666667;6256787,33333333;5944422,5;312364,833333333;4,98333333333333
"Pennsylvania-2006";64,4666666666667;61,45;6298176;6002036,33333333;296139,666666667;4,70833333333333
"Pennsylvania-2007";64,5666666666667;61,6416666666667;6347444,5;6058596,5;288848;4,55833333333333
"Pennsylvania-2008";65,1333333333333;61,65;6440679;6095858,16666667;344820,833333333;5,35
"Pennsylvania-2009";64,425;59,2833333333333;6402933,41666667;5892382,91666667;510550,5;7,975
"Pennsylvania-2010";63,2916666666667;58,1083333333333;6358834,16666667;5839354,58333333;519479,583333333;8,16666666666667
"Pennsylvania-2011";63,05;58,175;6380658,08333333;5886082,75;494575,333333333;7,74166666666667
"Pennsylvania-2012";63,5083333333333;58,6416666666667;6449656,66666667;5955823,66666667;493833;7,65833333333333
"Pennsylvania-2013";63,0666666666667;58,5916666666667;6421174,16666667;5964327,58333333;456846,583333333;7,1
"Pennsylvania-2014";62,6083333333333;58,8916666666667;6388979,75;6009665,25;379314,5;5,93333333333333
"Pennsylvania-2015";62,875;59,475;6423541,58333333;6077358;346183,583333333;5,39166666666667
"Pennsylvania-2016";63,1166666666667;59,7583333333333;6459696,33333333;6114930,5;344765,833333333;5,34166666666667
"Rhode Island-1990";67,475;63,25;523457,25;490749,333333333;32707,9166666667;6,25
"Rhode Island-1991";67,3833333333333;61,6916666666667;525339,5;481079,25;44260,25;8,41666666666667
"Rhode Island-1992";68,0166666666667;61,9;530184,333333333;482540,083333333;47644,25;8,98333333333333
"Rhode Island-1993";67,0916666666667;62,0166666666667;523421,833333333;483956,583333333;39465,25;7,54166666666667
"Rhode Island-1994";65,825;61,475;514709;480533,083333333;34175,9166666667;6,63333333333333
"Rhode Island-1995";65,25;61,1416666666667;511701,75;479350,083333333;32351,6666666667;6,31666666666667
"Rhode Island-1996";65,6916666666667;62,2666666666667;518493,833333333;491470,666666667;27023,1666666667;5,225
"Rhode Island-1997";66,925;63,3583333333333;531521,666666667;503246,083333333;28275,5833333333;5,325
"Rhode Island-1998";66,4916666666667;63,4583333333333;532198,5;507970,833333333;24227,6666666667;4,54166666666667
"Rhode Island-1999";66,95;64,1583333333333;539990,916666667;517329,583333333;22661,3333333333;4,2
"Rhode Island-2000";66,7833333333333;64,1;542661,25;520912,583333333;21748,6666666667;4
"Rhode Island-2001";66,1;63,1416666666667;541656,5;517544,75;24111,75;4,44166666666667
"Rhode Island-2002";66,4833333333333;63,0833333333333;550394,583333333;522335,083333333;28059,5;5,10833333333333
"Rhode Island-2003";67,1833333333333;63,4166666666667;560630,75;529395,416666667;31235,3333333333;5,575
"Rhode Island-2004";66,35;62,8583333333333;555609,5;526440,583333333;29168,9166666667;5,25
"Rhode Island-2005";67,2916666666667;63,85;563341,583333333;534501,583333333;28840;5,10833333333333
"Rhode Island-2006";68,2416666666667;64,675;571604,833333333;541687,083333333;29917,75;5,21666666666667
"Rhode Island-2007";68,1833333333333;64,7166666666667;571058,166666667;541900,75;29157,4166666667;5,10833333333333
"Rhode Island-2008";67,8;62,6416666666667;568367,25;525197,166666667;43170,0833333333;7,6
"Rhode Island-2009";67,8666666666667;60,1333333333333;571261,416666667;506085,25;65176,1666666667;11,3916666666667
"Rhode Island-2010";67,7833333333333;59,925;571356;504971,083333333;66384,9166666667;11,625
"Rhode Island-2011";66,55;59,2083333333333;561981,75;500062,666666667;61919,0833333333;11,0166666666667
"Rhode Island-2012";66,075;59,3166666666667;560313,75;502979,5;57334,25;10,2166666666667
"Rhode Island-2013";65,675;59,4583333333333;558853,166666667;505935,916666667;52917,25;9,475
"Rhode Island-2014";65,2333333333333;60,15;556750,833333333;513502,5;43248,3333333333;7,76666666666667
"Rhode Island-2015";64,875;60,95;555146,666666667;521712,416666667;33434,25;6,025
"Rhode Island-2016";64,5;61,1166666666667;553420,5;524505,833333333;28914,6666666667;5,24166666666667
"South Carolina-1990";66,55;63,2916666666667;1737923,08333333;1652692,5;85230,5833333333;4,90833333333333
"South Carolina-1991";66,35;62,3;1767197;1659312,16666667;107884,833333333;6,10833333333333
"South Carolina-1992";66,675;62,175;1799853,66666667;1678576,75;121276,916666667;6,75
"South Carolina-1993";66,6916666666667;61,8333333333333;1826919,5;1693667;133252,5;7,29166666666667
"South Carolina-1994";66,35;62,2583333333333;1841008,66666667;1727608,25;113400,416666667;6,15833333333333
"South Carolina-1995";66,2416666666667;62,8583333333333;1863859,33333333;1768560,66666667;95298,6666666667;5,1
"South Carolina-1996";66,1583333333333;62,4166666666667;1886509,41666667;1779545,91666667;106963,5;5,66666666666667
"South Carolina-1997";66,2833333333333;63,3166666666667;1920583,58333333;1834650,91666667;85932,6666666667;4,5
"South Carolina-1998";65,8833333333333;63,5083333333333;1941152,08333333;1870642,58333333;70509,5;3,63333333333333
"South Carolina-1999";65,5166666666667;62,8083333333333;1958586,91666667;1877426,83333333;81160,0833333333;4,14166666666667
"South Carolina-2000";64,9333333333333;62,5083333333333;1965860,41666667;1892596,16666667;73264,25;3,73333333333333
"South Carolina-2001";63,3583333333333;60;1941372;1838978,66666667;102393,333333333;5,28333333333333
"South Carolina-2002";63,0916666666667;59,0333333333333;1954965,41666667;1829183,91666667;125781,5;6,43333333333333
"South Carolina-2003";63,7916666666667;59,1833333333333;1999162;1855169,25;143992,75;7,19166666666667
"South Carolina-2004";64,3;59,5083333333333;2043291,91666667;1891435,75;151856,166666667;7,44166666666667
"South Carolina-2005";64,0333333333333;59,35;2070940,41666667;1919859,91666667;151080,5;7,29166666666667
"South Carolina-2006";65;60,525;2148865,58333333;2000994,66666667;147870,916666667;6,875
"South Carolina-2007";63,875;60,0166666666667;2155184,33333333;2024883,91666667;130300,416666667;6,06666666666667
"South Carolina-2008";62,8083333333333;58,2;2160367,91666667;2002366,75;158001,166666667;7,29166666666667
"South Carolina-2009";62,1;55,0166666666667;2167345,25;1920213,66666667;247131,583333333;11,4083333333333
"South Carolina-2010";61;54,0833333333333;2173901,33333333;1928271,58333333;245629,75;11,3
"South Carolina-2011";60,4916666666667;54,1916666666667;2185411,58333333;1957392,83333333;228018,75;10,45
"South Carolina-2012";59,925;54,5416666666667;2190562,16666667;1993104,33333333;197457,833333333;9,03333333333333
"South Carolina-2013";59,35;54,9333333333333;2198241,83333333;2035002,75;163239,083333333;7,425
"South Carolina-2014";59,125;55,4166666666667;2222606,91666667;2082929,25;139677,666666667;6,275
"South Carolina-2015";59,3416666666667;55,85;2268262;2134595,5;133666,5;5,9
"South Carolina-2016";58,7916666666667;55,925;2286257,41666667;2174080,75;112176,666666667;4,91666666666667
"South Dakota-1990";69,7166666666667;67,1916666666667;349284,583333333;336572,666666667;12711,9166666667;3,625
"South Dakota-1991";70,0916666666667;67,625;354236,583333333;341785,166666667;12451,4166666667;3,525
"South Dakota-1992";70,6333333333333;68,1916666666667;360919,25;348416,166666667;12503,0833333333;3,475
"South Dakota-1993";70,6583333333333;68,2083333333333;367201,583333333;354459,666666667;12741,9166666667;3,45833333333333
"South Dakota-1994";71,1583333333333;68,8333333333333;376540,5;364201,166666667;12339,3333333333;3,28333333333333
"South Dakota-1995";71,525;69,2666666666667;384627;372391,75;12235,25;3,18333333333333
"South Dakota-1996";71,6;69,25;390460,916666667;377648,75;12812,1666666667;3,29166666666667
"South Dakota-1997";71,7666666666667;69,65;393946,416666667;382351,666666667;11594,75;2,94166666666667
"South Dakota-1998";72,1333333333333;70,0833333333333;398060,416666667;386718,25;11342,1666666667;2,84166666666667
"South Dakota-1999";72,5166666666667;70,5333333333333;403471,666666667;392514;10957,6666666667;2,725
