"...1";"State";"Year.x";"labor force participation rate";"employment-population ratio";"labor force";"employment";"unemployment";"unemployment rate";"n";"Id";"population";"Deaths";"crude_rate";"TOTAL FILINGS";"Post";"TreatPost";"Treat";"NonTreat";"Year.y";"AREA";"DATA TYPE";"TOTAL";"500+";"PercW";"FIPS";"IncidenceRate";"BankrupcyP100k";"TimingCntrl";"Delta";"Abr";"Pairty Law Passed";"Mandated offering laws";"Minimum Mandated Benefit";"Mandated if Offered";"No Law";"AccesstoParity";"NonPairtyLaw";"Pre_Post_Parity";"lcruderate";"Expr";"Expr_No-TreatPost-Period";"Expr_No-TreatPre-Period";"Expr_Treated-Post-Period";"Expr_Treated-Pre-Period";"D_ParityLawPassed";"D_Mandatedofferinglaws";"D_MinimumMandatedBenefit";"D_MandatedifOffered";"D_NoLaw";"D_AccessToParity";"D_NonParityLaw";"lDelta"
"563";1007;"Oregon";1997;68.6083333333333;64.8166666666667;1745715.91666667;1649012;96703.9166666667;5.55;32;"Oregon_1997";3304834;534;16.158;12674;0;0;0;1;1997;"Oregon";"Employment";1292579;533771;0.412950388332164;41;0.00383498838368281;383.498838368281;2.77308859728143;0.150000000000002;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.78241528305752;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.00932668577608453
"564";1008;"Oregon";1998;68.8666666666667;64.9833333333333;1777922;1677567.83333333;100354.166666667;5.64166666666667;32;"Oregon_1998";3354163;545;16.248;18103;1;0;0;1;1998;"Oregon";"Employment";1310750;553412;0.422210185008583;41;0.00539717360187922;539.717360187922;2.78241528305752;0.0899999999999999;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.78796982427808;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;0.00555454122056664
"565";1009;"Oregon";1999;68.4;64.65;1787478;1689492.83333333;97985.1666666667;5.46666666666667;32;"Oregon_1999";3393941;477;14.054;18168;1;0;0;1;1999;"Oregon";"Employment";1332403;578194;0.433948287417546;41;0.00535306889542275;535.306889542275;2.78796982427808;-2.194;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.64290705277001;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.145062771508078
"566";1010;"Oregon";2000;68.5833333333333;65.0166666666667;1812392;1717996;94396;5.19166666666667;32;"Oregon_2000";3421399;493;14.409;18227;1;0;0;1;2000;"Oregon";"Employment";1355442;598141;0.44128852433376;41;0.00532735293369759;532.735293369759;2.64290705277001;0.355;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.6678530113508;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0249459585807914
"567";1011;"Oregon";2001;67.7416666666667;63.4416666666667;1815258.08333333;1699513.5;115744.583333333;6.375;32;"Oregon_2001";3467937;503;14.504;23038;1;0;0;1;2001;"Oregon";"Employment";1364924;605691;0.443754377533108;41;0.00664314259457424;664.314259457424;2.6678530113508;0.0949999999999989;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.67442447345255;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.00657146210175252
"568";1012;"Oregon";2002;67.425;62.375;1834440.58333333;1697223.58333333;137217;7.475;32;"Oregon_2002";3513424;517;14.715;24649;1;0;0;1;2002;"Oregon";"Employment";1329235;593270;0.44632438959251;41;0.00701566335290019;701.566335290019;2.67442447345255;0.211;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.68886738168544;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0144429082328865
"569";1013;"Oregon";2003;66.9916666666667;61.6083333333333;1845612.58333333;1697404.08333333;148208.5;8.01666666666667;32;"Oregon_2003";3547376;591;16.66;25370;1;0;0;1;2003;"Oregon";"Employment";1338825;586482;0.438057251694583;41;0.00715176513569467;715.176513569467;2.68886738168544;1.945;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.8130106367387;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.12414325505326
"570";1014;"Oregon";2004;66.325;61.4666666666667;1845137.83333333;1709849.41666667;135288.416666667;7.34166666666667;32;"Oregon_2004";3569463;554;15.521;24455;1;0;0;1;2004;"Oregon";"Employment";1355542;584109;0.430904391011123;41;0.00685117061025706;685.117061025706;2.8130106367387;-1.139;"OR";0;0;2000;0;0;0;2000;"No-Parity";2.74219394566905;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0708166910696493
"571";1027;"Pennsylvania";1990;63.125;59.6583333333333;5813004.5;5493100.83333333;319903.666666667;5.51666666666667;32;"Pennsylvania_1990";11886559;1452;12.215;17871;0;0;0;1;1990;"Pennsylvania";"Employment";4598597;2154606;0.46853551202682;42;0.00150346286086663;150.346286086663;NA;NA;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.5026647047097;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;NA
"572";1028;"Pennsylvania";1991;63.125;58.75;5844175.41666667;5440000.5;404174.916666667;6.91666666666667;32;"Pennsylvania_1991";11987818;1397;11.653;22706;0;0;0;1;1991;"Pennsylvania";"Employment";4547255;2169054;0.477002939135808;42;0.00189408948317367;189.408948317367;2.5026647047097;-0.561999999999999;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.45556365759113;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0471010471185775
"573";1029;"Pennsylvania";1992;63.4916666666667;58.7666666666667;5895352;5455811.41666667;439540.583333333;7.45;32;"Pennsylvania_1992";12052611;1389;11.524;24839;0;0;0;1;1992;"Pennsylvania";"Employment";4525747;2157396;0.47669390268612;42;0.00206088124805488;206.088124805488;2.45556365759113;-0.129000000000001;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.44443181722228;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0111318403688441
"574";1030;"Pennsylvania";1993;63.2666666666667;58.9;5897936.83333333;5489480.91666667;408455.916666667;6.93333333333333;32;"Pennsylvania_1993";12123137;1412;11.647;21386;0;0;0;1;1993;"Pennsylvania";"Employment";4561247;2181768;0.47832708906139;42;0.00176406486208974;176.406486208974;2.44443181722228;0.123000000000001;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.45504863612052;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.010616818898233
"575";1031;"Pennsylvania";1994;63.0083333333333;59.0333333333333;5891901.33333333;5519296.58333333;372604.75;6.31666666666667;32;"Pennsylvania_1994";12170062;1326;10.896;20330;0;0;0;1;1994;"Pennsylvania";"Employment";4582551;2224194;0.485361537711201;42;0.00167049272222278;167.049272222278;2.45504863612052;-0.750999999999999;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.38839574940716;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0666528867133582
"576";1032;"Pennsylvania";1995;62.9333333333333;59.2083333333333;5900946.41666667;5553458.25;347488.166666667;5.875;32;"Pennsylvania_1995";12201314;1459;11.958;24439;0;0;0;1;1995;"Pennsylvania";"Employment";4701548;2283306;0.485649832778481;42;0.00200298099040808;200.298099040808;2.38839574940716;1.062;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.48140051045871;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0930047610515561
"577";1033;"Pennsylvania";1996;63.625;60.125;5985630.66666667;5656922.5;328708.166666667;5.49166666666667;32;"Pennsylvania_1996";12225148;1428;11.681;32502;0;0;0;1;1996;"Pennsylvania";"Employment";4729124;2313732;0.489251709196037;42;0.00265861812061498;265.861812061498;2.48140051045871;-0.277000000000001;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.45796359017356;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0234369202851541
"578";1034;"Pennsylvania";1997;64.3416666666667;61.025;6061116.41666667;5749496.41666667;311620;5.14166666666667;32;"Pennsylvania_1997";12229931;1412;11.545;42967;0;0;0;1;1997;"Pennsylvania";"Employment";4840877;2379954;0.491636949255269;42;0.00351326593747749;351.326593747749;2.45796359017356;-0.135999999999999;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.44625244280646;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0117111473671003
"579";1035;"Pennsylvania";1998;64.2583333333333;61.2583333333333;6066043.41666667;5782183.66666667;283859.75;4.69166666666667;32;"Pennsylvania_1998";12250692;1370;11.183;46652;1;0;0;1;1998;"Pennsylvania";"Employment";4906190;2433347;0.495974880711917;42;0.00380811141117579;380.811141117579;2.44625244280646;-0.362;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.41439476804605;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0318576747604071
"580";1036;"Pennsylvania";1999;64.3916666666667;61.5;6094373.75;5821865.91666667;272507.833333333;4.49166666666667;32;"Pennsylvania_1999";12263805;1284;10.47;43914;1;0;0;1;1999;"Pennsylvania";"Employment";4986591;2480730;0.497480142245474;42;0.00358078100556883;358.078100556883;2.41439476804605;-0.712999999999999;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.34851402488245;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0658807431636057
"581";1037;"Pennsylvania";2000;64.3916666666667;61.6666666666667;6106997.75;5849096;257901.75;4.225;32;"Pennsylvania_2000";12281054;1356;11.041;53970;1;0;0;1;2000;"Pennsylvania";"Employment";5087237;2532896;0.497892274332806;42;0.00439457395106316;439.457395106316;2.34851402488245;0.571;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.401615616457;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0531015915745545
"582";1038;"Pennsylvania";2001;64.925;61.8083333333333;6177826.91666667;5881537.83333333;296289.083333333;4.80833333333333;32;"Pennsylvania_2001";12298970;1270;10.326;51938;1;0;0;1;2001;"Pennsylvania";"Employment";5123111;2588724;0.505303125386118;42;0.00422295525560271;422.295525560271;2.401615616457;-0.715;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.33466498645746;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0669506299995426
"583";1039;"Pennsylvania";2002;65.0166666666667;61.4;6213768.25;5869153.83333333;344614.416666667;5.53333333333333;32;"Pennsylvania_2002";12331031;1336;10.834;54801;1;0;0;1;2002;"Pennsylvania";"Employment";5046442;2548652;0.505039392110322;42;0.00444415393976384;444.415393976384;2.33466498645746;0.507999999999999;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.38268933723571;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0480243507782494
"584";1040;"Pennsylvania";2003;64.1;60.4416666666667;6157693.91666667;5807071.66666667;350622.25;5.7;32;"Pennsylvania_2003";12374658;1338;10.812;59423;1;0;0;1;2003;"Pennsylvania";"Employment";5029324;2515449;0.500156482262825;42;0.00480199129543621;480.199129543621;2.38268933723571;-0.0220000000000002;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.3806566284142;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.00203270882150575
"585";1041;"Pennsylvania";2004;64.3833333333333;60.9166666666667;6211705.91666667;5878103.83333333;333602.083333333;5.35833333333333;32;"Pennsylvania_2004";12410722;1410;11.361;59302;1;0;0;1;2004;"Pennsylvania";"Employment";5107044;2537893;0.496939716986969;42;0.0047782876773809;477.82876773809;2.3806566284142;0.549000000000001;"PA";0;0;1999;0;0;0;1999;"No-Parity";2.43018643758777;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0495298091735661
"586";1054;"Rhode Island";1990;67.475;63.25;523457.25;490749.333333333;32707.9166666667;6.25;32;"Rhode Island_1990";1004026;127;12.649;2345;0;0;1;1;1990;"Rhode Island";"Employment";393456;153830;0.390971290309463;44;0.00233559688693321;233.559688693321;NA;NA;"RI";1995;0;0;0;0;1995;0;"Pre-Pairty";2.5375781606654;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"587";1055;"Rhode Island";1991;67.3833333333333;61.6916666666667;525339.5;481079.25;44260.25;8.41666666666667;32;"Rhode Island_1991";1010812;82;8.112;3436;0;0;1;1;1991;"Rhode Island";"Employment";373833;153194;0.409792607929209;44;0.00339924733778388;339.924733778388;2.5375781606654;-4.537;"RI";1995;0;0;0;0;1995;0;"Pre-Pairty";2.09334444684883;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.444233713816578
"588";1056;"Rhode Island";1992;68.0166666666667;61.9;530184.333333333;482540.083333333;47644.25;8.98333333333333;32;"Rhode Island_1992";1012667;73;7.209;3711;0;0;1;1;1992;"Rhode Island";"Employment";368496;155998;0.423337024011115;44;0.00366458075556921;366.458075556921;2.09334444684883;-0.903;"RI";1995;0;0;0;0;1995;0;"Pre-Pairty";1.97533024542244;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.118014201426386
"589";1057;"Rhode Island";1993;67.0916666666667;62.0166666666667;523421.833333333;483956.583333333;39465.25;7.54166666666667;32;"Rhode Island_1993";1014973;90;8.867;3294;0;0;1;1;1993;"Rhode Island";"Employment";372150;155240;0.41714362488244;44;0.00324540652805543;324.540652805543;1.97533024542244;1.658;"RI";1995;0;0;0;0;1995;0;"Pre-Pairty";2.18233652039787;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.207006274975428
"590";1058;"Rhode Island";1994;65.825;61.475;514709;480533.083333333;34175.9166666667;6.63333333333333;32;"Rhode Island_1994";1015892;82;8.072;2997;0;0;1;1;1994;"Rhode Island";"Employment";370342;153301;0.413944408141664;44;0.00295011674469333;295.011674469333;2.18233652039787;-0.795000000000002;"RI";1995;0;0;0;0;1995;0;"Pre-Pairty";2.08840128305131;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0939352373465621
"591";1059;"Rhode Island";1995;65.25;61.1416666666667;511701.75;479350.083333333;32351.6666666667;6.31666666666667;32;"Rhode Island_1995";1016502;89;8.756;3335;0;0;1;0;1995;"Rhode Island";"Employment";379595;158757;0.418227321223936;44;0.0032808592604835;328.08592604835;2.08840128305131;0.684000000000001;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.16973917966062;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;0.0813378966093086
"592";1060;"Rhode Island";1996;65.6916666666667;62.2666666666667;518493.833333333;491470.666666667;27023.1666666667;5.225;32;"Rhode Island_1996";1020486;83;8.133;4328;0;0;1;0;1996;"Rhode Island";"Employment";381463;164411;0.431001171804343;44;0.00424111648763432;424.111648763432;2.16973917966062;-0.623000000000001;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.09592985918464;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.0738093204759784
"593";1061;"Rhode Island";1997;66.925;63.3583333333333;531521.666666667;503246.083333333;28275.5833333333;5.325;32;"Rhode Island_1997";1024948;72;7.025;5472;0;0;1;0;1997;"Rhode Island";"Employment";390914;165418;0.4231570115166;44;0.00533880743218192;533.880743218192;2.09592985918464;-1.108;"RI";1995;0;0;0;0;1995;0;"Post-Parity";1.94947521521981;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.146454643964828
"594";1062;"Rhode Island";1998;66.4916666666667;63.4583333333333;532198.5;507970.833333333;24227.6666666667;4.54166666666667;32;"Rhode Island_1998";1031343;86;8.339;5480;1;1;1;0;1998;"Rhode Island";"Employment";402485;169515;0.42117097531585;44;0.00531346021643624;531.346021643624;1.94947521521981;1.314;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.12094330510485;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.171468089885039
"595";1063;"Rhode Island";1999;66.95;64.1583333333333;539990.916666667;517329.583333333;22661.3333333333;4.2;32;"Rhode Island_1999";1040402;96;9.227;5060;1;1;1;0;1999;"Rhode Island";"Employment";405445;168592;0.415819654947033;44;0.00486350468376647;486.350468376647;2.12094330510485;0.888;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.22213396859642;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.10119066349157
"596";1064;"Rhode Island";2000;66.7833333333333;64.1;542661.25;520912.583333333;21748.6666666667;4;32;"Rhode Island_2000";1048319;75;7.154;4457;1;1;1;0;2000;"Rhode Island";"Employment";415168;173078;0.416886657931247;44;0.00425156846341619;425.156846341619;2.22213396859642;-2.073;"RI";1995;0;0;0;0;1995;0;"Post-Parity";1.96767164083683;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.254462327759593
"597";1065;"Rhode Island";2001;66.1;63.1416666666667;541656.5;517544.75;24111.75;4.44166666666667;32;"Rhode Island_2001";1057142;87;8.23;4883;1;1;1;0;2001;"Rhode Island";"Employment";414638;172787;0.416717715211823;44;0.00461905779923605;461.905779923605;1.96767164083683;1.076;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.10778601468898;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.140114373852152
"598";1066;"Rhode Island";2002;66.4833333333333;63.0833333333333;550394.583333333;522335.083333333;28059.5;5.10833333333333;32;"Rhode Island_2002";1065995;86;8.068;4907;1;1;1;0;2002;"Rhode Island";"Employment";415970;177932;0.427752001346251;44;0.00460321108447976;460.321108447976;2.10778601468898;-0.162000000000001;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.08790562009197;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.019880394597013
"599";1067;"Rhode Island";2003;67.1833333333333;63.4166666666667;560630.75;529395.416666667;31235.3333333333;5.575;32;"Rhode Island_2003";1071342;84;7.841;4557;1;1;1;0;2003;"Rhode Island";"Employment";427455;182894;0.427867260881262;44;0.00425354368632986;425.354368632986;2.08790562009197;-0.226999999999999;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.05936637724878;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0285392428431805
"600";1068;"Rhode Island";2004;66.35;62.8583333333333;555609.5;526440.583333333;29168.9166666667;5.25;32;"Rhode Island_2004";1074579;84;7.817;4142;1;1;1;0;2004;"Rhode Island";"Employment";434706;181852;0.41833331032928;44;0.00385453279842617;385.453279842617;2.05936637724878;-0.024;"RI";1995;0;0;0;0;1995;0;"Post-Parity";2.05630084923819;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.00306552801059157
"601";1081;"South Carolina";1990;66.55;63.2916666666667;1737923.08333333;1652692.5;85230.5833333333;4.90833333333333;32;"South Carolina_1990";3489605;434;12.437;5527;0;0;0;1;1990;"South Carolina";"Employment";1266293;654799;0.517099123188709;45;0.00158384688238354;158.384688238354;NA;NA;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.5206759006716;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;NA
"602";1082;"South Carolina";1991;66.35;62.3;1767197;1659312.16666667;107884.833333333;6.10833333333333;32;"South Carolina_1991";3572113;420;11.758;7484;0;0;0;1;1991;"South Carolina";"Employment";1242746;649592;0.522706973106331;45;0.00209511849149229;209.511849149229;2.5206759006716;-0.679;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.46453385998006;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0561420406915407
"603";1083;"South Carolina";1992;66.675;62.175;1799853.66666667;1678576.75;121276.916666667;6.75;32;"South Carolina_1992";3621983;465;12.838;7325;0;0;0;1;1992;"South Carolina";"Employment";1275295;675776;0.529897788354851;45;0.00202237282726065;202.237282726065;2.46453385998006;1.08;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.55240952288959;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0878756629095232
"604";1084;"South Carolina";1993;66.6916666666667;61.8333333333333;1826919.5;1693667;133252.5;7.29166666666667;32;"South Carolina_1993";3664533;491;13.399;6484;0;0;0;1;1993;"South Carolina";"Employment";1307776;688592;0.526536654595282;45;0.00176939326238841;176.939326238841;2.55240952288959;0.561;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.59518007730647;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0427705544168848
"605";1085;"South Carolina";1994;66.35;62.2583333333333;1841008.66666667;1727608.25;113400.416666667;6.15833333333333;32;"South Carolina_1994";3706500;468;12.626;6520;0;0;0;1;1994;"South Carolina";"Employment";1347892;710544;0.527152027017001;45;0.00175907190071496;175.907190071496;2.59518007730647;-0.773;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.53575817994543;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0594218973610374
"606";1086;"South Carolina";1995;66.2416666666667;62.8583333333333;1863859.33333333;1768560.66666667;95298.6666666667;5.1;32;"South Carolina_1995";3749504;436;11.628;7457;0;0;0;1;1995;"South Carolina";"Employment";1395070;741814;0.531739625968589;45;0.00198879638480183;198.879638480183;2.53575817994543;-0.997999999999999;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.45341598269663;"No-TreatPre-Period";0;1;0;0;0;0;1;0;0;0;1;-0.0823421972488041
"607";1087;"South Carolina";1996;66.1583333333333;62.4166666666667;1886509.41666667;1779545.91666667;106963.5;5.66666666666667;32;"South Carolina_1996";3797265;497;13.088;9778;0;0;0;1;1996;"South Carolina";"Employment";1433051;759924;0.530283988497269;45;0.00257501122518444;257.501122518444;2.45341598269663;1.46;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.57169577986039;"No-TreatPre-Period";0;1;0;0;0;0;1;0;0;0;1;0.118279797163761
"608";1088;"South Carolina";1997;66.2833333333333;63.3166666666667;1920583.58333333;1834650.91666667;85932.6666666667;4.5;32;"South Carolina_1997";3860744;432;11.19;11232;0;0;0;1;1997;"South Carolina";"Employment";1473831;777375;0.52745192630634;45;0.00290928380643731;290.928380643731;2.57169577986039;-1.898;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.41502052232383;"No-TreatPre-Period";0;1;0;0;0;0;1;0;0;0;1;-0.156675257536557
"609";1089;"South Carolina";1998;65.8833333333333;63.5083333333333;1941152.08333333;1870642.58333333;70509.5;3.63333333333333;32;"South Carolina_1998";3920791;449;11.452;11627;1;0;0;1;1998;"South Carolina";"Employment";1526106;814559;0.533749949217158;45;0.00296547303847616;296.547303847616;2.41502052232383;0.262;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.43816438723587;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.023143864912035
"610";1090;"South Carolina";1999;65.5166666666667;62.8083333333333;1958586.91666667;1877426.83333333;81160.0833333333;4.14166666666667;32;"South Carolina_1999";3974682;418;10.517;11442;1;0;0;1;1999;"South Carolina";"Employment";1561727;834863;0.534576785827485;45;0.00287872086370683;287.872086370683;2.43816438723587;-0.935;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.35299299553789;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0851713916979775
"611";1091;"South Carolina";2000;64.9333333333333;62.5083333333333;1965860.41666667;1892596.16666667;73264.25;3.73333333333333;32;"South Carolina_2000";4012012;442;11.017;11958;1;0;0;1;2000;"South Carolina";"Employment";1601532;851228;0.531508580534139;45;0.00298054941012141;298.054941012141;2.35299299553789;0.5;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.39943953435793;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0464465388200366
"612";1092;"South Carolina";2001;63.3583333333333;60;1941372;1838978.66666667;102393.333333333;5.28333333333333;32;"South Carolina_2001";4064995;467;11.488;14149;1;0;0;1;2001;"South Carolina";"Employment";1596385;850418;0.532714852620139;45;0.00348069308818338;348.069308818338;2.39943953435793;0.471;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.44130301230587;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0418634779479405
"613";1093;"South Carolina";2002;63.0916666666667;59.0333333333333;1954965.41666667;1829183.91666667;125781.5;6.43333333333333;32;"South Carolina_2002";4107795;437;10.638;15753;1;0;0;1;2002;"South Carolina";"Employment";1538750;799482;0.519565881397238;45;0.00383490412739681;383.490412739682;2.44130301230587;-0.85;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.36443249632013;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0768705159857426
"614";1094;"South Carolina";2003;63.7916666666667;59.1833333333333;1999162;1855169.25;143992.75;7.19166666666667;32;"South Carolina_2003";4150297;475;11.445;16212;1;0;0;1;2003;"South Carolina";"Employment";1550604;787506;0.507870481438201;45;0.00390622647005744;390.622647005744;2.36443249632013;0.807;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.43755295340453;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0731204570844044
"615";1095;"South Carolina";2004;64.3;59.5083333333333;2043291.91666667;1891435.75;151856.166666667;7.44166666666667;32;"South Carolina_2004";4210921;480;11.399;15455;1;0;0;1;2004;"South Carolina";"Employment";1560573;779767;0.499667109452746;45;0.00367021846289683;367.021846289683;2.43755295340453;-0.0460000000000012;"SC";0;0;1995;0;0;0;1995;"No-Parity";2.43352563225464;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.00402732114988869
"616";1108;"South Dakota";1990;69.7166666666667;67.1916666666667;349284.583333333;336572.666666667;12711.9166666667;3.625;32;"South Dakota_1990";695805;91;13.078;1492;0;0;1;1;1990;"South Dakota";"Employment";215104;65800;0.305898542100565;46;0.00214427892872285;214.427892872285;NA;NA;"SD";1998;0;0;0;0;1998;0;"Pre-Pairty";2.57093142913908;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"617";1109;"South Dakota";1991;70.0916666666667;67.625;354236.583333333;341785.166666667;12451.4166666667;3.525;32;"South Dakota_1991";704009;95;13.494;1539;0;0;1;1;1991;"South Dakota";"Employment";227574;77647;0.341194512554158;46;0.00218605159877217;218.605159877217;2.57093142913908;0.416;"SD";1998;0;0;0;0;1998;0;"Pre-Pairty";2.60224514220523;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0313137130661496
"618";1110;"South Dakota";1992;70.6333333333333;68.1916666666667;360919.25;348416.166666667;12503.0833333333;3.475;32;"South Dakota_1992";713096;79;11.078;1464;0;0;1;1;1992;"South Dakota";"Employment";239488;81438;0.340050440940673;46;0.00205301950929468;205.301950929468;2.60224514220523;-2.416;"SD";1998;0;0;0;0;1998;0;"Pre-Pairty";2.40496115961091;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.197283982594322
"619";1111;"South Dakota";1993;70.6583333333333;68.2083333333333;367201.583333333;354459.666666667;12741.9166666667;3.45833333333333;32;"South Dakota_1993";722507;117;16.194;1403;0;0;1;1;1993;"South Dakota";"Employment";247829;82999;0.334904309019526;46;0.00194184969834202;194.184969834202;2.40496115961091;5.116;"SD";1998;0;0;0;0;1998;0;"Pre-Pairty";2.78464080326392;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.37967964365301
"620";1112;"South Dakota";1994;71.1583333333333;68.8333333333333;376540.5;364201.166666667;12339.3333333333;3.28333333333333;32;"South Dakota_1994";731147;97;13.267;1216;0;0;1;1;1994;"South Dakota";"Employment";256070;87905;0.343285039247081;46;0.00166314024402753;166.314024402753;2.78464080326392;-2.927;"SD";1998;0;0;0;0;1998;0;"Pre-Pairty";2.58527974893478;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.199361054329143
